Tên_mặt_hàng,Thị_trường,Loại_giá,Nguồn,Ngày,Giá
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-14,7775.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-14,7075.0
IR 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-10,7200.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-10,6200.0
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-09,7175.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-09,6825.0
OM 5451,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-04-09,6400.0
Đài Thơm 8,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-08,10366.67
OM 5451,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-08,7600.0
IR 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-03,7200.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-03,6200.0
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-02,7125.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-02,6525.0
OM 5451,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-04-02,6400.0
Đài Thơm 8,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-01,10366.67
OM 5451,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-01,7600.0
IR 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-03-31,7200.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-03-31,6200.0
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-03-31,7125.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-03-31,6525.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-03-14,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-03-14,6550.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-03-14,7500.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-03-14,6200.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-03-14,7600.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-03-14,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-03-07,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-03-07,6700.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-03-07,7200.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-03-07,6400.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-03-07,7800.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-03-07,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-02-28,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-02-28,6400.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-02-28,7300.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-28,6400.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-28,7800.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-02-28,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-02-21,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-02-21,6600.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-02-21,7200.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-21,6400.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-21,7900.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-02-21,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-02-15,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-02-15,6600.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-02-15,7000.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-15,6400.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-15,8100.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-02-15,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-02-08,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-02-08,6700.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-02-08,7000.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-08,6600.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-02-08,6000.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-01-24,7000.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-01-24,6300.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-01-24,7100.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-01-24,6700.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-01-24,6000.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-01-17,7000.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-01-17,6300.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-01-17,7000.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-01-17,7000.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-01-17,6500.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-01-10,7200.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-01-10,7400.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-01-03,7800.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-01-03,7600.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-20,8300.0
Đài Thơm 8,Thái Bình,Thu mua,Bán lẻ,2024-12-20,17250.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-19,7500.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-19,7900.0
IR 5451,Cần Thơ,Thu mua,Cờ Đỏ,2024-12-19,7950.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-18,8400.0
Đài Thơm 8,Thái Bình,Thu mua,Bán lẻ,2024-12-18,17250.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-17,7500.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-17,7900.0
IR 5451,Cần Thơ,Thu mua,Cờ Đỏ,2024-12-17,7950.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-16,7500.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-16,7900.0
IR 5451,Cần Thơ,Thu mua,Cờ Đỏ,2024-12-16,7950.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-16,8400.0
Đài Thơm 8,Thái Bình,Thu mua,Bán lẻ,2024-12-16,17250.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-13,8400.0
Đài Thơm 8,Thái Bình,Thu mua,Bán lẻ,2024-12-13,18400.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-12,7500.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-12,7900.0
IR 5451,Cần Thơ,Thu mua,Cờ Đỏ,2024-12-12,7950.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-11,8400.0
Đài Thơm 8,Thái Bình,Thu mua,Bán lẻ,2024-12-11,18350.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-10,7450.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-10,7900.0
IR 5451,Cần Thơ,Thu mua,Cờ Đỏ,2024-12-10,7900.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-09,7450.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-09,7900.0
IR 5451,Cần Thơ,Thu mua,Cờ Đỏ,2024-12-09,7900.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-09,8400.0
Đài Thơm 8,Thái Bình,Thu mua,Bán lẻ,2024-12-09,18350.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-12-06,7800.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-12-06,19100.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-12-05,7675.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-12-05,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-12-04,7800.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-12-04,19100.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-12-03,7675.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-12-03,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-29,7400.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-11-29,17800.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-28,7525.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-11-28,7925.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-27,7400.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-11-27,17800.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-26,7525.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-11-26,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-22,7600.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-11-22,17500.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-21,7500.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-11-21,7900.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-20,7600.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-11-20,17850.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-19,7500.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-11-19,7825.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-15,7400.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-11-15,17600.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-14,7450.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-11-14,7825.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-13,7400.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-11-13,18350.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-12,7450.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-11-12,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-08,7400.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-11-08,17350.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-07,7375.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-11-07,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-06,7200.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-11-06,17600.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-05,7375.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-11-05,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-01,7200.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-11-01,18250.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-31,7300.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-31,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-30,7200.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-10-30,17900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-29,7300.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-29,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-25,7200.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-10-25,16500.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-24,7300.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-24,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-23,7200.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-10-23,19000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-22,7275.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-22,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-18,7200.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-10-18,18250.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-17,7275.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-17,8075.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-16,7250.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-10-16,17250.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-15,7275.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-15,8075.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-11,7250.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-10-11,18400.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-10,7300.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-10,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-09,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-08,7300.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-08,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-04,7200.0
Đài Thơm 8,Thái Bình,Thu mua,huyện Quỳnh Phụ,2024-10-04,19100.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-03,7750.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-03,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-02,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-01,7750.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-10-01,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-27,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-09-27,18100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-09-26,7950.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-26,8100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-09-26,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-25,7600.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-09-25,17000.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-09-24,7950.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-24,8100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-09-24,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-20,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-09-20,17900.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-09-19,7950.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-19,8050.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-09-19,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-18,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-09-18,16750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-09-17,7950.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-17,8050.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-09-17,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-13,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-09-13,17250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-09-12,8000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-12,8150.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-09-12,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-11,8300.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-09-11,17750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-09-10,8000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-10,8150.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-09-10,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-06,8200.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-09-06,16350.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-09-05,7950.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-05,8100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-09-05,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-04,8200.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-09-04,16500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-09-03,7950.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-03,8100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-09-03,7800.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-30,7000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-08-30,17250.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-08-29,7950.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-29,8100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-08-29,8200.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-28,7000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-08-28,17650.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-08-27,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-27,8100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-08-27,8200.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-23,7000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-08-23,18000.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-08-22,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-22,8100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-08-22,8200.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-21,7000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-08-21,16750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-08-20,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-20,8100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-08-20,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-16,7000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-08-16,17500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-08-15,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-15,8100.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-08-15,8000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-14,7000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-08-14,17750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-08-13,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-13,7000.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-08-13,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-09,7000.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-08-09,16350.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-08-08,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-08,7000.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-08-08,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-07,6500.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-08-07,16500.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-08-06,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-06,7000.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-08-06,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-02,6500.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-08-02,17750.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-08-01,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-01,7000.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-08-01,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-31,6900.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-07-31,18100.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-07-30,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-30,7000.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-07-30,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-26,6900.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-07-26,17000.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-07-25,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-25,7000.0
IR 5451,Cần Thơ,Thu mua,CTV địa phương,2024-07-25,7500.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-24,6900.0
Đài Thơm 8,Thái Bình,Thu mua,CTV địa phương,2024-07-24,17900.0
Lúa Nhật,An Giang,Thu mua,CTV địa phương,2024-07-23,7900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-23,7000.0
